hs;md;delay15;pd
0;00:21:00;1;afternoon
0;00:15:00;0;night
0;00:05:00;0;afternoon
0;00:00:00;0;night
0;00:03:00;0;afternoon
0;00:05:00;0;night
0;00:03:00;0;afternoon
0;00:02:00;0;night
0;00:34:00;1;afternoon
0;00:02:00;0;night
0;00:02:00;0;afternoon
0;00:36:00;1;night
0;01:16:00;1;afternoon
0;00:12:00;0;night
0;00:15:00;0;night
0;00:19:00;1;afternoon
0;00:05:00;0;night
0;-00:01:00;0;night
0;00:03:00;0;night
0;00:00:00;0;night
0;-00:04:00;0;night
0;-00:01:00;0;night
0;-00:02:00;0;night
0;00:03:00;0;night
0;00:09:00;0;night
0;00:16:00;1;night
0;00:06:00;0;night
0;-00:04:00;0;night
0;00:04:00;0;night
0;00:29:00;1;night
0;00:16:00;1;night
0;00:04:00;0;night
0;-00:05:00;0;night
0;-00:03:00;0;night
0;01:17:00;1;night
0;00:03:00;0;night
0;-00:01:00;0;night
0;00:22:00;1;night
0;00:04:00;0;morning
0;00:04:00;0;morning
0;-00:03:00;0;morning
0;-00:02:00;0;morning
0;00:11:00;0;morning
0;00:03:00;0;morning
0;00:05:00;0;morning
0;00:32:00;1;morning
0;00:07:00;0;morning
0;00:06:00;0;morning
0;00:29:00;1;morning
0;00:32:00;1;morning
0;00:07:00;0;morning
0;00:04:00;0;morning
0;00:00:00;0;morning
0;00:17:00;1;morning
0;00:07:00;0;morning
0;00:02:00;0;morning
0;-00:01:00;0;morning
0;00:04:00;0;morning
0;00:05:00;0;morning
0;00:03:00;0;afternoon
0;00:15:00;0;afternoon
0;00:03:00;0;afternoon
0;-00:01:00;0;afternoon
0;-00:01:00;0;afternoon
0;-00:02:00;0;afternoon
0;00:06:00;0;afternoon
0;00:02:00;0;afternoon
0;00:15:00;0;afternoon
0;00:02:00;0;afternoon
0;00:02:00;0;afternoon
0;-00:02:00;0;afternoon
0;-00:02:00;0;afternoon
0;00:15:00;0;afternoon
0;00:21:00;1;afternoon
0;-00:01:00;0;afternoon
0;00:07:00;0;afternoon
0;00:01:00;0;afternoon
0;00:05:00;0;afternoon
0;-00:05:00;0;afternoon
0;00:17:00;1;afternoon
0;00:13:00;0;afternoon
0;00:13:00;0;afternoon
0;00:17:00;1;afternoon
0;-00:04:00;0;afternoon
0;00:29:00;1;afternoon
0;00:00:00;0;afternoon
0;00:00:00;0;afternoon
0;00:02:00;0;afternoon
0;00:06:00;0;afternoon
0;00:04:00;0;morning
0;00:06:00;0;morning
0;-00:01:00;0;morning
0;00:07:00;0;morning
0;00:02:00;0;morning
0;00:01:00;0;morning
0;00:07:00;0;morning
0;00:07:00;0;morning
0;00:07:00;0;morning
0;00:02:00;0;morning
0;00:02:00;0;morning
0;00:04:00;0;afternoon
0;00:01:00;0;morning
0;-00:02:00;0;afternoon
0;00:05:00;0;afternoon
0;00:07:00;0;afternoon
0;00:01:00;0;night
0;00:02:00;0;night
0;00:01:00;0;morning
0;00:05:00;0;morning
0;00:01:00;0;morning
0;00:27:00;1;morning
0;00:00:00;0;morning
0;00:03:00;0;night
0;00:15:00;0;night
0;00:04:00;0;morning
0;00:10:00;0;morning
0;00:11:00;0;morning
0;02:25:00;1;morning
0;00:04:00;0;morning
0;01:04:00;1;night
0;00:10:00;0;morning
0;00:02:00;0;morning
0;00:21:00;1;morning
0;00:01:00;0;morning
0;00:00:00;0;morning
0;00:04:00;0;night
0;01:17:00;1;night
0;00:09:00;0;morning
0;00:04:00;0;morning
0;00:05:00;0;morning
0;00:11:00;0;morning
0;00:08:00;0;morning
0;00:03:00;0;night
0;00:09:00;0;night
0;00:09:00;0;afternoon
0;00:08:00;0;afternoon
0;00:01:00;0;afternoon
0;00:49:00;1;afternoon
0;00:19:00;1;afternoon
0;00:03:00;0;afternoon
0;00:10:00;0;afternoon
0;00:31:00;1;afternoon
0;00:10:00;0;afternoon
0;00:01:00;0;afternoon
0;-00:02:00;0;afternoon
0;-00:01:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:09:00;0;afternoon
0;00:10:00;0;afternoon
0;00:03:00;0;afternoon
0;00:05:00;0;afternoon
0;00:00:00;0;afternoon
0;00:05:00;0;afternoon
0;00:02:00;0;afternoon
0;00:16:00;1;afternoon
0;00:16:00;1;afternoon
0;00:03:00;0;afternoon
0;00:10:00;0;afternoon
0;00:10:00;0;afternoon
0;00:05:00;0;afternoon
0;00:05:00;0;afternoon
0;00:07:00;0;afternoon
0;00:07:00;0;afternoon
0;00:13:00;0;morning
0;00:37:00;1;morning
0;00:08:00;0;morning
0;00:10:00;0;morning
0;00:01:00;0;morning
0;00:09:00;0;morning
0;00:03:00;0;morning
0;00:22:00;1;morning
0;00:02:00;0;morning
0;00:13:00;0;morning
0;00:03:00;0;morning
0;00:15:00;0;morning
0;00:11:00;0;morning
0;00:06:00;0;morning
0;00:26:00;1;morning
0;-00:02:00;0;morning
0;00:16:00;1;morning
0;00:08:00;0;morning
0;00:09:00;0;morning
0;00:02:00;0;morning
0;00:06:00;0;morning
0;00:22:00;1;morning
0;00:00:00;0;morning
0;00:05:00;0;morning
0;00:02:00;0;morning
0;01:29:00;1;morning
0;-00:04:00;0;morning
0;-00:03:00;0;morning
0;00:10:00;0;morning
0;00:03:00;0;morning
0;00:17:00;1;morning
0;00:05:00;0;morning
0;00:07:00;0;morning
0;-00:01:00;0;morning
0;-00:04:00;0;morning
0;-00:02:00;0;morning
0;00:00:00;0;morning
0;00:13:00;0;morning
0;00:03:00;0;morning
0;-00:01:00;0;morning
0;00:00:00;0;morning
0;00:01:00;0;morning
0;01:09:00;1;morning
0;-00:01:00;0;morning
0;-00:01:00;0;morning
0;00:06:00;0;morning
0;-00:02:00;0;morning
0;00:02:00;0;morning
0;00:01:00;0;morning
0;-00:01:00;0;morning
0;-00:01:00;0;morning
0;00:02:00;0;morning
0;00:01:00;0;morning
0;00:04:00;0;morning
0;00:00:00;0;afternoon
0;00:28:00;1;afternoon
0;00:20:00;1;afternoon
0;-00:01:00;0;afternoon
0;00:14:00;0;afternoon
0;00:01:00;0;afternoon
0;00:01:00;0;afternoon
0;-00:04:00;0;afternoon
0;00:07:00;0;afternoon
0;00:03:00;0;afternoon
0;00:00:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:03:00;0;afternoon
0;-00:04:00;0;afternoon
0;00:02:00;0;afternoon
0;00:04:00;0;afternoon
0;-00:02:00;0;afternoon
0;00:06:00;0;afternoon
0;-00:03:00;0;afternoon
0;00:07:00;0;afternoon
0;00:01:00;0;afternoon
0;00:12:00;0;afternoon
0;00:01:00;0;afternoon
0;-00:05:00;0;afternoon
0;-00:01:00;0;afternoon
0;-00:01:00;0;afternoon
0;-00:01:00;0;afternoon
0;-00:06:00;0;afternoon
0;00:14:00;0;afternoon
0;00:05:00;0;afternoon
0;00:00:00;0;afternoon
0;00:36:00;1;afternoon
0;00:00:00;0;afternoon
0;-00:03:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:05:00;0;afternoon
0;00:04:00;0;afternoon
0;00:02:00;0;afternoon
0;00:02:00;0;afternoon
0;00:22:00;1;afternoon
0;-00:03:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:10:00;0;afternoon
0;-00:01:00;0;night
0;00:05:00;0;night
0;00:16:00;1;night
0;00:07:00;0;night
0;00:22:00;1;night
0;-00:05:00;0;night
0;00:02:00;0;night
0;00:10:00;0;night
0;-00:06:00;0;night
0;01:04:00;1;night
0;00:12:00;0;night
0;00:14:00;0;night
0;00:12:00;0;night
0;00:11:00;0;night
0;00:01:00;0;night
0;00:04:00;0;night
0;00:05:00;0;afternoon
0;00:01:00;0;night
0;00:05:00;0;night
0;00:01:00;0;night
0;00:00:00;0;night
0;-00:07:00;0;afternoon
0;-00:02:00;0;morning
0;-00:03:00;0;morning
0;00:50:00;1;morning
0;-00:07:00;0;morning
0;-00:02:00;0;morning
0;00:16:00;1;afternoon
0;00:15:00;0;afternoon
0;00:20:00;1;afternoon
0;-00:02:00;0;afternoon
0;00:06:00;0;afternoon
0;00:16:00;1;afternoon
0;00:02:00;0;afternoon
0;-00:01:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:04:00;0;afternoon
0;00:07:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:02:00;0;afternoon
0;00:08:00;0;afternoon
0;-00:02:00;0;afternoon
0;00:07:00;0;afternoon
0;00:02:00;0;afternoon
0;00:05:00;0;afternoon
0;00:11:00;0;afternoon
0;00:03:00;0;afternoon
0;00:25:00;1;afternoon
0;00:05:00;0;afternoon
0;00:01:00;0;afternoon
0;00:05:00;0;afternoon
0;00:10:00;0;afternoon
0;00:04:00;0;afternoon
0;-00:02:00;0;afternoon
0;00:05:00;0;afternoon
0;00:02:00;0;afternoon
0;00:02:00;0;night
0;-00:01:00;0;afternoon
0;00:11:00;0;afternoon
0;00:07:00;0;afternoon
0;00:03:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:00:00;0;night
0;-00:06:00;0;afternoon
0;00:00:00;0;afternoon
0;00:25:00;1;afternoon
0;00:04:00;0;afternoon
0;00:38:00;1;night
0;00:04:00;0;afternoon
0;00:05:00;0;afternoon
0;00:12:00;0;afternoon
0;00:05:00;0;afternoon
0;00:00:00;0;night
0;00:01:00;0;afternoon
0;-00:02:00;0;afternoon
0;-00:05:00;0;afternoon
0;-00:03:00;0;afternoon
0;00:03:00;0;night
0;00:09:00;0;night
0;00:06:00;0;night
0;00:00:00;0;night
0;00:01:00;0;afternoon
0;00:09:00;0;night
0;00:05:00;0;night
0;-00:02:00;0;night
0;00:01:00;0;afternoon
0;00:09:00;0;night
0;-00:04:00;0;night
0;00:04:00;0;night
0;00:04:00;0;afternoon
0;-00:04:00;0;night
0;00:01:00;0;night
0;00:00:00;0;afternoon
0;00:01:00;0;night
0;-00:03:00;0;night
0;00:05:00;0;night
0;00:02:00;0;night
0;00:02:00;0;night
0;00:15:00;0;night
0;00:16:00;1;night
0;00:02:00;0;night
0;-00:02:00;0;night
0;00:01:00;0;afternoon
0;00:05:00;0;afternoon
0;00:03:00;0;afternoon
0;00:03:00;0;afternoon
0;00:10:00;0;afternoon
0;00:00:00;0;afternoon
0;00:00:00;0;afternoon
0;00:30:00;1;afternoon
0;-00:03:00;0;afternoon
0;-00:02:00;0;afternoon
0;00:01:00;0;morning
0;00:12:00;0;afternoon
0;00:09:00;0;morning
0;00:14:00;0;morning
0;00:04:00;0;morning
0;-00:02:00;0;afternoon
0;00:04:00;0;morning
0;00:01:00;0;morning
0;00:24:00;1;morning
0;00:19:00;1;afternoon
0;00:06:00;0;morning
0;-00:03:00;0;morning
0;-00:04:00;0;morning
0;00:09:00;0;afternoon
0;-00:02:00;0;morning
0;-00:04:00;0;morning
0;-00:03:00;0;morning
0;-00:01:00;0;afternoon
0;-00:10:00;0;afternoon
0;00:00:00;0;morning
0;00:08:00;0;morning
0;00:04:00;0;afternoon
0;00:04:00;0;afternoon
0;00:09:00;0;morning
0;00:03:00;0;morning
0;00:00:00;0;afternoon
0;00:00:00;0;afternoon
0;-00:02:00;0;morning
0;00:00:00;0;morning
0;00:02:00;0;afternoon
0;-00:03:00;0;afternoon
0;-00:04:00;0;morning
0;-00:01:00;0;afternoon
0;00:08:00;0;night
0;-00:03:00;0;night
0;-00:01:00;0;night
0;-00:02:00;0;night
0;00:05:00;0;night
0;-00:03:00;0;night
0;-00:02:00;0;night
0;00:04:00;0;night
0;-00:04:00;0;night
0;00:24:00;1;night
0;00:02:00;0;night
0;-00:04:00;0;night
0;-00:05:00;0;night
0;00:02:00;0;night
0;-00:03:00;0;night
0;00:02:00;0;night
0;-00:01:00;0;night
0;00:11:00;0;night
0;-00:01:00;0;night
0;00:03:00;0;night
0;00:31:00;1;night
0;01:03:00;1;night
0;00:39:00;1;night
0;00:34:00;1;night
0;00:36:00;1;night
0;01:36:00;1;night
0;-00:09:00;0;night
0;00:01:00;0;night
0;-00:01:00;0;night
0;00:02:00;0;morning
0;00:03:00;0;morning
0;-00:04:00;0;morning
0;-00:01:00;0;afternoon
0;-00:01:00;0;morning
0;-00:02:00;0;afternoon
0;00:04:00;0;afternoon
0;00:08:00;0;morning
0;00:02:00;0;morning
0;00:06:00;0;morning
0;00:11:00;0;afternoon
0;00:04:00;0;morning
0;00:00:00;0;afternoon
0;-00:02:00;0;afternoon
0;00:04:00;0;morning
0;-00:01:00;0;morning
0;00:00:00;0;afternoon
0;00:24:00;1;morning
0;-00:03:00;0;afternoon
0;00:02:00;0;afternoon
0;00:03:00;0;morning
0;00:12:00;0;morning
0;00:03:00;0;morning
0;00:01:00;0;afternoon
0;-00:01:00;0;morning
0;-00:04:00;0;afternoon
0;00:01:00;0;afternoon
0;-00:01:00;0;morning
0;00:00:00;0;morning
0;00:05:00;0;morning
0;-00:02:00;0;morning
0;00:09:00;0;morning
0;-00:05:00;0;morning
0;00:00:00;0;morning
0;00:19:00;1;morning
0;00:01:00;0;morning
0;00:08:00;0;morning
0;-00:04:00;0;morning
0;00:06:00;0;morning
0;00:01:00;0;morning
0;00:02:00;0;morning
0;00:07:00;0;morning
0;00:02:00;0;morning
0;00:12:00;0;morning
0;00:14:00;0;morning
0;00:01:00;0;morning
0;00:06:00;0;morning
0;00:00:00;0;morning
0;-00:04:00;0;morning
0;-00:01:00;0;morning
0;00:05:00;0;morning
0;00:03:00;0;morning
0;-00:01:00;0;morning
0;00:54:00;1;morning
0;00:01:00;0;night
0;00:02:00;0;morning
0;-00:03:00;0;morning
0;00:00:00;0;morning
0;-00:02:00;0;night
0;00:13:00;0;morning
0;00:20:00;1;afternoon
0;00:01:00;0;morning
0;00:00:00;0;morning
0;00:07:00;0;morning
0;00:14:00;0;night
0;-00:03:00;0;morning
0;-00:02:00;0;morning
0;-00:02:00;0;afternoon
0;00:02:00;0;morning
0;00:14:00;0;morning
0;-00:01:00;0;night
0;00:01:00;0;morning
0;00:04:00;0;afternoon
0;00:10:00;0;afternoon
0;00:09:00;0;afternoon
0;-00:04:00;0;afternoon
0;00:06:00;0;afternoon
0;00:04:00;0;afternoon
0;00:02:00;0;afternoon
0;-00:09:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:01:00;0;afternoon
0;00:00:00;0;afternoon
0;00:09:00;0;afternoon
0;00:02:00;0;afternoon
0;00:12:00;0;afternoon
0;-00:02:00;0;afternoon
0;00:07:00;0;afternoon
0;00:09:00;0;afternoon
0;01:10:00;1;afternoon
0;00:12:00;0;afternoon
0;-00:03:00;0;afternoon
0;00:01:00;0;afternoon
0;00:03:00;0;afternoon
0;-00:04:00;0;afternoon
0;00:06:00;0;afternoon
0;-00:03:00;0;afternoon
0;00:05:00;0;afternoon
0;00:07:00;0;afternoon
0;-00:10:00;0;afternoon
0;-00:03:00;0;afternoon
0;00:04:00;0;afternoon
0;-00:02:00;0;night
0;01:21:00;1;afternoon
0;00:00:00;0;night
0;-00:02:00;0;night
0;-00:01:00;0;night
0;-00:01:00;0;night
0;-00:01:00;0;night
0;-00:05:00;0;night
0;00:00:00;0;night
0;-00:01:00;0;night
0;00:00:00;0;night
0;00:14:00;0;night
0;-00:01:00;0;night
0;00:03:00;0;night
0;01:58:00;1;night
0;00:11:00;0;night
0;-00:02:00;0;night
0;00:03:00;0;night
0;-00:12:00;0;night
0;00:01:00;0;night
0;00:11:00;0;night
0;00:00:00;0;night
0;00:03:00;0;afternoon
0;00:02:00;0;night
0;00:02:00;0;night
0;-00:03:00;0;night
0;00:03:00;0;afternoon
0;00:00:00;0;night
0;00:00:00;0;night
0;00:18:00;1;night
0;-00:03:00;0;afternoon
0;-00:05:00;0;night
0;00:00:00;0;night
0;-00:01:00;0;night
0;-00:06:00;0;afternoon
0;-00:11:00;0;night
0;00:31:00;1;night
0;-00:08:00;0;night
0;00:03:00;0;night
0;00:06:00;0;night
0;-00:04:00;0;night
0;00:11:00;0;night
0;00:02:00;0;night
0;00:03:00;0;night
0;00:00:00;0;night
0;00:01:00;0;night
0;-00:04:00;0;night
0;00:11:00;0;night
0;00:08:00;0;night
0;00:06:00;0;night
0;00:44:00;1;night
0;-00:01:00;0;night
0;00:00:00;0;night
0;00:09:00;0;night
0;00:13:00;0;night
0;00:02:00;0;night
0;00:11:00;0;night
0;00:02:00;0;night
0;00:01:00;0;night
0;00:08:00;0;night
0;00:00:00;0;night
0;-00:04:00;0;night
0;00:08:00;0;night
0;00:11:00;0;night
0;00:24:00;1;night
0;00:05:00;0;night
0;00:02:00;0;night
0;00:00:00;0;night
0;00:10:00;0;night
0;00:01:00;0;night
0;-00:01:00;0;night
0;00:00:00;0;night
0;-00:04:00;0;night
0;00:03:00;0;night
0;00:03:00;0;night
0;00:04:00;0;morning
0;00:05:00;0;night
0;00:22:00;1;morning
0;00:03:00;0;morning
0;00:05:00;0;morning
0;00:11:00;0;morning
0;00:00:00;0;night
0;00:03:00;0;morning
0;-00:07:00;0;morning
0;00:10:00;0;afternoon
0;00:19:00;1;morning
0;00:08:00;0;afternoon
0;00:09:00;0;morning
0;00:06:00;0;afternoon
0;00:05:00;0;morning
0;-00:06:00;0;afternoon
0;00:20:00;1;morning
0;00:00:00;0;night
0;00:07:00;0;night
0;00:04:00;0;night
0;-00:03:00;0;night
0;00:19:00;1;night
0;00:39:00;1;night
0;00:01:00;0;afternoon
0;00:01:00;0;night
0;00:14:00;0;morning
0;00:03:00;0;morning
0;-00:02:00;0;morning
0;00:01:00;0;morning
0;00:16:00;1;morning
0;00:06:00;0;morning
0;00:06:00;0;morning
0;00:18:00;1;morning
0;00:13:00;0;morning
0;00:11:00;0;morning
0;00:08:00;0;morning
0;00:13:00;0;morning
0;00:15:00;0;morning
0;00:07:00;0;morning
0;00:11:00;0;morning
0;00:41:00;1;morning
0;00:05:00;0;morning
0;00:00:00;0;morning
0;00:13:00;0;morning
0;00:09:00;0;morning
0;00:14:00;0;morning
0;-00:02:00;0;morning
0;00:13:00;0;morning
0;00:05:00;0;morning
0;00:02:00;0;morning
0;00:02:00;0;morning
0;00:49:00;1;morning
0;00:26:00;1;morning
0;01:10:00;1;morning
0;-00:03:00;0;morning
0;00:05:00;0;afternoon
0;00:05:00;0;afternoon
0;00:02:00;0;afternoon
0;-00:01:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:08:00;0;afternoon
0;-00:02:00;0;afternoon
0;00:05:00;0;afternoon
0;-00:05:00;0;afternoon
0;-00:04:00;0;afternoon
0;01:58:00;1;afternoon
0;00:05:00;0;afternoon
0;00:04:00;0;afternoon
0;00:00:00;0;afternoon
0;00:09:00;0;afternoon
0;00:01:00;0;afternoon
0;00:12:00;0;afternoon
0;00:09:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:06:00;0;afternoon
0;00:00:00;0;afternoon
0;00:03:00;0;afternoon
0;00:05:00;0;afternoon
0;00:01:00;0;afternoon
0;-00:04:00;0;afternoon
0;00:02:00;0;afternoon
0;00:04:00;0;afternoon
0;00:11:00;0;afternoon
0;00:02:00;0;afternoon
0;00:04:00;0;afternoon
0;00:10:00;0;morning
0;00:05:00;0;morning
0;-00:03:00;0;morning
0;00:07:00;0;morning
0;00:01:00;0;morning
0;00:17:00;1;morning
0;00:08:00;0;morning
0;00:26:00;1;morning
0;00:46:00;1;morning
0;00:16:00;1;morning
0;00:09:00;0;morning
0;00:07:00;0;morning
0;00:32:00;1;morning
0;00:16:00;1;morning
0;00:19:00;1;morning
0;00:15:00;0;morning
0;00:17:00;1;morning
0;00:05:00;0;morning
0;00:33:00;1;morning
0;00:04:00;0;morning
0;00:03:00;0;morning
0;00:12:00;0;morning
0;00:02:00;0;morning
0;00:10:00;0;morning
0;00:12:00;0;morning
0;00:26:00;1;morning
0;-00:02:00;0;morning
0;00:17:00;1;morning
0;00:02:00;0;morning
0;00:05:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:00:00;0;afternoon
0;00:06:00;0;afternoon
0;-00:02:00;0;afternoon
0;00:12:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:06:00;0;afternoon
0;00:15:00;0;afternoon
0;00:00:00;0;afternoon
0;-00:02:00;0;afternoon
0;00:02:00;0;afternoon
0;00:07:00;0;afternoon
0;00:19:00;1;afternoon
0;01:08:00;1;afternoon
0;00:04:00;0;afternoon
0;00:02:00;0;afternoon
0;00:02:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:29:00;1;afternoon
0;00:13:00;0;afternoon
0;-00:02:00;0;afternoon
0;-00:06:00;0;afternoon
0;00:06:00;0;afternoon
0;00:03:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:05:00;0;afternoon
0;-00:03:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:02:00;0;afternoon
0;00:04:00;0;morning
0;00:04:00;0;morning
0;00:14:00;0;morning
0;-00:01:00;0;morning
0;00:12:00;0;morning
0;00:15:00;0;morning
0;00:03:00;0;morning
0;00:12:00;0;morning
0;00:27:00;1;morning
0;00:12:00;0;morning
0;00:00:00;0;morning
0;00:39:00;1;morning
0;00:05:00;0;morning
0;00:03:00;0;morning
0;00:17:00;1;morning
0;00:17:00;1;morning
0;01:31:00;1;morning
0;00:11:00;0;morning
0;00:05:00;0;morning
0;00:08:00;0;morning
0;00:05:00;0;morning
0;-00:01:00;0;morning
0;00:16:00;1;morning
0;00:10:00;0;morning
0;00:07:00;0;morning
0;00:07:00;0;morning
0;00:21:00;1;morning
0;01:30:00;1;morning
0;00:15:00;0;morning
0;00:10:00;0;morning
0;00:05:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:20:00;1;afternoon
0;00:03:00;0;afternoon
0;00:07:00;0;afternoon
0;00:13:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:09:00;0;afternoon
0;00:05:00;0;afternoon
0;00:23:00;1;afternoon
0;00:02:00;0;afternoon
0;00:04:00;0;afternoon
0;00:04:00;0;afternoon
0;00:06:00;0;afternoon
0;00:07:00;0;afternoon
0;00:01:00;0;afternoon
0;00:00:00;0;afternoon
0;-00:01:00;0;afternoon
0;01:11:00;1;afternoon
0;-00:05:00;0;afternoon
0;00:03:00;0;afternoon
0;00:08:00;0;afternoon
0;00:19:00;1;afternoon
0;00:07:00;0;afternoon
0;00:02:00;0;afternoon
0;00:05:00;0;afternoon
0;00:38:00;1;afternoon
0;00:05:00;0;afternoon
0;00:17:00;1;afternoon
0;00:10:00;0;afternoon
0;-00:02:00;0;afternoon
0;00:04:00;0;afternoon
0;00:00:00;0;afternoon
0;00:03:00;0;afternoon
0;-00:04:00;0;afternoon
0;-00:06:00;0;afternoon
0;00:02:00;0;afternoon
0;00:12:00;0;afternoon
0;00:07:00;0;afternoon
0;-00:01:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:03:00;0;afternoon
0;00:03:00;0;afternoon
0;00:10:00;0;morning
0;00:09:00;0;morning
0;00:10:00;0;morning
0;00:24:00;1;morning
0;00:00:00;0;morning
0;00:23:00;1;morning
0;00:00:00;0;morning
0;00:00:00;0;morning
0;00:02:00;0;morning
0;00:48:00;1;morning
0;00:33:00;1;morning
0;00:32:00;1;morning
0;00:02:00;0;morning
0;00:18:00;1;morning
0;00:14:00;0;morning
0;00:11:00;0;morning
0;00:01:00;0;morning
0;-00:01:00;0;morning
0;00:13:00;0;afternoon
0;00:12:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:08:00;0;afternoon
0;00:03:00;0;afternoon
0;00:08:00;0;afternoon
0;00:13:00;0;afternoon
0;00:11:00;0;afternoon
0;00:15:00;0;afternoon
0;00:17:00;1;afternoon
0;00:19:00;1;afternoon
0;00:18:00;1;afternoon
0;00:11:00;0;afternoon
0;00:14:00;0;afternoon
0;00:13:00;0;afternoon
0;00:45:00;1;afternoon
0;00:07:00;0;afternoon
0;00:18:00;1;afternoon
0;00:10:00;0;afternoon
0;00:10:00;0;afternoon
0;00:36:00;1;afternoon
0;01:19:00;1;afternoon
0;00:44:00;1;afternoon
0;00:10:00;0;afternoon
0;00:24:00;1;afternoon
0;00:14:00;0;afternoon
0;00:07:00;0;afternoon
0;00:04:00;0;afternoon
0;00:09:00;0;afternoon
0;00:05:00;0;afternoon
0;00:13:00;0;morning
0;00:16:00;1;morning
0;00:13:00;0;morning
0;00:18:00;1;morning
0;00:19:00;1;morning
0;00:23:00;1;morning
0;00:06:00;0;morning
0;00:13:00;0;morning
0;00:39:00;1;morning
0;00:20:00;1;morning
0;00:13:00;0;morning
0;00:13:00;0;morning
0;00:31:00;1;morning
0;00:10:00;0;morning
0;00:13:00;0;morning
0;00:19:00;1;morning
0;00:24:00;1;morning
0;00:20:00;1;morning
0;00:11:00;0;morning
0;00:08:00;0;morning
0;00:13:00;0;morning
0;00:11:00;0;morning
0;00:17:00;1;morning
0;00:05:00;0;morning
0;00:22:00;1;morning
0;00:13:00;0;morning
0;00:18:00;1;morning
0;00:09:00;0;morning
0;00:14:00;0;morning
0;00:15:00;0;morning
0;00:13:00;0;morning
0;00:23:00;1;morning
0;-00:01:00;0;morning
0;00:20:00;1;morning
0;00:05:00;0;morning
0;00:14:00;0;morning
0;00:04:00;0;morning
0;00:13:00;0;morning
0;-00:01:00;0;morning
0;00:03:00;0;morning
0;-00:01:00;0;morning
0;00:10:00;0;morning
0;00:01:00;0;morning
0;00:07:00;0;morning
0;00:13:00;0;morning
0;00:17:00;1;morning
0;00:08:00;0;morning
0;00:01:00;0;morning
0;00:36:00;1;morning
0;00:09:00;0;morning
0;02:28:00;1;morning
0;00:41:00;1;morning
0;00:03:00;0;morning
0;00:03:00;0;morning
0;00:09:00;0;morning
0;-00:01:00;0;morning
0;-00:02:00;0;morning
0;-00:08:00;0;morning
0;00:02:00;0;morning
0;00:07:00;0;night
0;00:22:00;1;night
0;00:06:00;0;night
0;00:00:00;0;night
0;00:06:00;0;night
0;00:05:00;0;night
0;-00:13:00;0;night
0;-00:04:00;0;night
0;00:01:00;0;night
0;00:12:00;0;night
0;00:03:00;0;night
0;00:15:00;0;night
0;-00:02:00;0;night
0;-00:08:00;0;night
0;-00:01:00;0;night
0;00:03:00;0;night
0;00:12:00;0;night
0;00:09:00;0;night
0;-00:02:00;0;night
0;00:05:00;0;night
0;00:05:00;0;night
0;-00:02:00;0;night
0;00:05:00;0;night
0;00:12:00;0;night
0;00:08:00;0;night
0;00:06:00;0;night
0;01:05:00;1;night
0;-00:07:00;0;night
0;-00:02:00;0;night
0;00:02:00;0;night
0;00:09:00;0;night
0;00:02:00;0;night
0;00:06:00;0;night
0;-00:04:00;0;night
0;00:02:00;0;night
0;00:03:00;0;night
0;00:00:00;0;night
0;00:34:00;1;night
0;00:10:00;0;night
0;00:05:00;0;night
0;01:35:00;1;night
0;00:11:00;0;night
0;00:06:00;0;night
0;00:09:00;0;night
0;00:11:00;0;night
0;-00:07:00;0;night
0;00:09:00;0;afternoon
0;00:09:00;0;afternoon
0;00:21:00;1;afternoon
0;-00:01:00;0;afternoon
0;00:11:00;0;afternoon
0;00:05:00;0;afternoon
0;00:49:00;1;afternoon
0;00:01:00;0;afternoon
0;00:02:00;0;afternoon
0;00:12:00;0;afternoon
0;00:15:00;0;afternoon
0;-00:02:00;0;afternoon
0;00:07:00;0;afternoon
0;00:11:00;0;afternoon
0;00:04:00;0;afternoon
0;00:05:00;0;afternoon
0;00:06:00;0;afternoon
0;-00:01:00;0;afternoon
0;00:41:00;1;afternoon
0;00:01:00;0;afternoon
0;00:03:00;0;afternoon
0;-00:02:00;0;afternoon
0;00:14:00;0;afternoon
0;01:05:00;1;afternoon
0;00:16:00;1;afternoon
0;00:11:00;0;afternoon
0;00:12:00;0;morning
0;00:06:00;0;morning
0;00:06:00;0;morning
0;00:15:00;0;morning
0;00:30:00;1;morning
0;00:33:00;1;morning
0;00:09:00;0;morning
0;00:13:00;0;morning
0;00:28:00;1;morning
